query_id,query_text,y
355170,how to difference between drill bits used for wood concrete and metals,0
132683,definition of autosomal in biology,0
843475,what is the reason the oil light comes on when you are driving slow,0
546790,weather tucson when will monsoon start?,1
114416,current weather in wilmette il,1
1007762,which country has the oldest flag,0
635015,what does contaminants mean,0
82944,carrabane ireland location,1
989908,where is outside of usa arizona,1
232323,how far is stamford ct from nantucket?,1
1185300,why is thermal efficiency low,0
326886,how much renewable natural gas must be used to generate an lcfs,0
984870,where is iceland's volcano,1
1167754,weather in millersville,1
100242,cosmetology salary per hour,0
688457,what is a large desert area in a asia,1
878008,what mgs you need for amazon stick,0
193441,gas prices in harlan ky per gallons,1
853911,"what is the weather like in memphis, egypt",1
827655,what is the latitude and longitude of berlin germany,1
128985,define vocational programs,0
701001,what is a spirit to use burnt?,0
606874,"what county is halls, tn in",1
154049,distance to bike around san juan island,1
990621,"where is pioneer, ca",1
854961,what is the zip code for clute texas,1
602035,what county in nj is palisades pk,1
157923,do mother cats remember their kittens,0
115720,davis location,1
390704,icd code of hypertension essential benign,0
601842,what county and township is bridgeview in,1
755098,what is hire purchase,0
684283,what is a gad test,0
729405,what is cfe credential,0
436699,largest jeep dealer near atlanta,1
608681,what county is livermore ca in,1
391525,if i go into a home what will happen when my money runs out?,0
254929,how long does it take from hounslow to waterloo,1
1022502,what places experience santa ana winds,1
602099,what county is 22042 in,1
813149,what is the county for kermit tx,1
1004193,where was tsar bomba detonated,1
602975,what county is beijing in,1
423058,is salzburg in germany,1
1163718,what county is northville michigan meijer store in,1
613624,what county is the pocono raceway in,1
614100,what county is vernon hill va,1
802607,what is tbt,0
712188,what is an area of land roughly triangular in shape which flows where a river enters a lake,0
1092672,minimum wage alameda,1
625452,what do the tear glands secrete and what is its function quizlet,0
870529,what kind of shock,0
866610,what kind of books does shakespeare write,0
232286,how far is solvang from coast,1
1144854,what type of weather is associated with rain?,0
215863,how did women feel about the amendment,0
518606,the renaissance which lasted from the 1300s to the 1500s was a period of,0
1182960,gas prices in ky today,1
459663,most western point in portugal,1
161454,do yourself concrete staining floors,0
103219,cost of circumferential body lift and brachioplasty,0
812293,what is the coordinates of point p,0
554016,what antibiotics are used for a uti,0
607757,"what county is jasper, in in",1
929457,what's .lmp file,0
1051504,who sings open arms,0
975666,where in norway is utoya island,1
73081,can romex be used in commercial buildings,0
986286,where is landis elementary,1
966447,where are the catacombs located,1
40381,average pounds a roast beef weight,0
410451,is forest bedford county,1
955296,when to check testosterone level with gel therapy,0
279727,how many codons specify the twenty types of amino acids?,0
780401,what is osha quizlet,0
106025,cost of parking in nyc,1
897668,what state is closest to pluto,1
1000426,where is wyomissing,1
654541,what does uredia mean,0
443015,los angeles resident universal studios price,1
614651,what county is williamsburg ia in,1
907857,what to say in a graduation thank you note,0
64109,can an average person reach machu picchu,1
566028,what are special senses facial nerve,0
725397,what is boston scrod,0
996228,where is the jail located at edgefield in troutdale,1
869232,what kind of math is required for nursing,0
413051,is instagram a us company,0
255801,how long does it take to buy a house from start to finish in scotland,0
144453,did man really land on the moon,0
603415,what county is bradenton florida located in,1
161962,does a cervical smear test for stds,0
316897,how much does it cost to ship a car from ny to ca,1
1105185,"where is providence canyon state park, ga",1
485213,random number generator excel freeze,0
1350,37gram change to Oz.,0
519995,thomas jefferson mom,0
824866,what is the highest point in the carpathian mountains,1
985846,where is kinderhook new york,1
477401,population of carlsbad,0
328164,how much sugar do americans consume,0
667523,what happens when you burn tape,0
1125698,rhodiola effects on body,0
657135,what else is caffeine,0
740704,what is dofus,0
895797,what size softball for coed softball,0
136313,definition of misconstrued,0
1135449,drugs that may increase homicidal thoughts,0
545861,weather in santorini in september,1
885337,what part of toronto is dixon road located,1
1006400,when did nikon produce their first dslr,0
107348,cost of supplies in staten island ny,1
1634,77494 zip code map,1
986829,where is long county in ga,1
477714,population of hardee county florida,0
983828,where is griffithville arkansas,1
628594,what does a computer repair guy do,0
107475,cost of the waterdale bridge,1
606880,what county is hamburg pa in,1
908610,what tower is ss office in hackensack located,1
550854,what age do peacocks lay eggs,0
106178,cost of pmp renewal,0
899989,what swim league covers sugar land,1
1132755,how long does ice need to be on an injury,0
153466,distance from abbotsford to merryland Sydney,1
1061587,why can i taste bile in my mouth,0
1051975,who sings the song melt with you,0
1009565,which figure is similar to the parallelogram? (figures may not be drawn to scale.),0
979491,where is carvoeiro algarve portugal,1
544837,weather in lewiston ny,1
23532,are marfan syndrome and tgfbri related?,0
170147,does pepperoni contain tyramine,0
890637,what region is arabia located in,1
1007937,which county is parlin nj,1
327870,how much snow does spokane washington get in a year?,1
760159,what is intrinsic factor,0
1167955,address on stone creek in hazel crest il,1
605145,what county is dillsburg pa,1
545182,weather in mt laurel nj,1
627642,what does 3g pitch mean,0
231179,how far is haymaker rd from penn state university,1
763058,what is kentucky's kindergarten readiness screener,0
1129111,imdb who played sloth,0
422743,is roman reigns hawaiian,0
186171,fees in percentage points definition,0
1104321,which organelle uses oxygen,0
953413,when is the season of chicago fire,0
976062,where is Otakikpo located,1
1004040,where was the show pretty little liars filmed?,1
390890,icteric definition,0
494118,sears telephone number customer service,0
959864,when was slavery abolished usa,0
458356,most northern and southern part of us,1
516954,the master court definition,0
40833,average price of hernia surgery in chicago,1
692321,what is a netgear video sharing site,0
952131,when is the best month to take an alaskan cruise,0
1122821,what age do cows lose teeth,0
608521,what county is leland il,1
1184091,dow jones industrial average predictions,0
865213,what island is copenhagen on,1
644598,what does ocean demurrage costs mean,0
1043854,who makes david yurman watches,0
990450,where is petersburg indiana,1
605771,what county is fairfax mo in,1
865014,what is zookeeper software,0
607971,what county is kenton ohio,1
983240,where is gate one for redstone arsenal?,1
995152,where is the copacabana located,1
418197,is milk protein,0
1151040,what is the enrollment of university of texas at tyler,0
607936,what county is kennedale texas in,1
977749,where is batesville indiana,1
606614,what county is grand mound washington in,1
778643,what is obesity heart disease,0
693062,what is a norwegian elkhound,0
78587,can you make an email template for google mail,0
1015613,"which of the following procedures is used to visualize the cystic, hepatic, and common ducts?",0
471040,oysters cost at moss landing,1
744590,what is equivalent to gas mark 5 in canada,0
71194,can masti-clear be used for dogs,0
152185,discovery range rover,0
992092,who developed ideas that contradicted ptolemy's geocentric model of universe,0
544182,weather in fayette al,1
305200,how much do computer science engineers make,0
421683,is progesterone an androgen,0
843832,"what is the relationship between charge, voltage, and resistance",0
78890,can you pay at toll roads in florida,0
804693,what is the altitude of cape cod ma,1
543007,weather forecast for the outer banks of nc,1
835479,what is the name of the point where the trachea splits?,0
113284,css remove cursor over text,0
993423,"where is st mary, ak",1
980375,where is columbo?,1
1111769,what is the land like in australia,1
984455,where is highmaul located,1
853321,what is the weather for myrtle beach south carolina,1
1099211,how does meiosis affect evolution,0
544213,weather in flagstaff in august,1
1003386,where was sicily,1
1071190,why is malawi called the warm heart of africa,0
992908,where is silver ore found,1
987584,where is mckinsey operations located?,1
1105323,where is kingfisher llc in europe,1
349892,how to choose a diet plan,0
1088694,weather in andaman nicobar during december,1
267443,how long should you grieve after a death,0
853658,"what is the weather in pigeon forge, tn today",1
445896,masters in counseling internship hours,0
172639,does the kia soul have 3rd row seating,0
238315,how late can hsa contributions be made,0
298724,how many towns in c,1
521242,time period of abolitionist movement,0
1177038,how much is kyle richards,0
1141119,where is grahamsville ny,1
613916,what county is two buttes colorado,1
604724,what county is cottage grove wi in,1
510826,taxi cost san miguel to san antonio,1
141748,describe the characteristics of bacteria,0
512843,temperature sturgis south dakota,1
1086794,what are the structures and functions of the four groups of biomolecules,0
203289,hilsa fish bangladesh,1
232042,how far is plano from dallas,1
612652,"what county is shelby, ohio",1
998635,where is tifton ga located,1
507218,symptoms of bronchitis and pneumonia,0
998255,where is the veloster built at,1
672614,what is DNA analysis in forensic science,0
1180955,how is the weather in japan in march,1
1016357,which one is the clutch,0
775681,what is near hershey pa,1
54183,bite-size definition,0
930365,what's happening in flagstaff,1
713189,what is an eis officer,0
965280,where are earth most active volcanoes located,1
160364,do you have to exercise when taking headlock,0
77389,can you file bankruptcy chapter 11 for protection and then cancel,0
29162,at which age does a baby sleep through the night,0
845485,what is the salary of the governor of ms,0
443390,lpn salary richmond va,0
509985,synonyms of sunny,0
577419,what area is the great barrier reef located in?,1
845933,what is the scientific name for bamboo,0
884749,what part of jersey did henry cavill grow up in,1
168164,does latuda cause sedation,0
214593,how did shakespeare cope in a big family,0
900393,what tax county is richmond texas,1
435166,labor cost to install a ceiling fan,0
153564,"distance from houston, tx. to henderson, tx.",1
775684,what is near linville nc,1
1050184,who sang the cupid shuffle,0
168297,does lhs for by players name in baseball draft,0
544180,weather in fas francisco,1
40117,average pay per klm ontario,1
991112,where is puglia italy map,1
435293,lackawanna ny what township is it in,1
986291,where is lanesville indiana,1
415706,is kodi player legal,0
57752,c# what is an ilist,0
721550,what is avh,0
929421,what zone is tottenham hale,1
608286,what county is lakeworth,1
304209,how much did Sanders flight to rome cost,1
277808,how many calories in two tablespoons peanut butter,0
44616,average temp clearfield ut,1
351901,how to cook a boneless prime rib roast medium rare,0
823613,what is the gestation period for a horse,0
753574,what is happening in park city,1
32297,average cost for full time live in elder care,0
1069778,why is chota nagpur a storehouse of minerals,0
42646,"average salary for staff accountant philadelphia, pa",0
997615,where is the show ozark filmed in georgia,1
1000041,where is wheat grown mainly (state),1
535676,varadero town cuba,1
161658,dod facilities in tennessee,1
556361,what are challenges that nurses face in the workplace,0
166403,does florida state university have rotc program,0
228137,how does the location of antarctica affect the climate,1
347769,how to cancel forwarded mail,0
906550,what to do if you get glow stick in your eye,0
476903,population change in the us,0
575486,what are the uses of cellulose,0
653012,what does the tapetum do,0
968215,where can. i buy sugar cain bush,0
934537,whats on in cornwall may bank holiday 2016,1
855339,what is the zip for south sioux city ne,1
521345,time to file petition for rehearing en banc,0
1104940,where is wentworth filmed?,1
1163879,"what county is harvard, ma in/",1
63906,can alzheimer's disease be prevented,0
492949,sap info update indicator,0
297718,how many teams are in the world baseball classic,0
465863,north dakota state fish,0
611954,what county is rio linda in,1
975885,where is  encinitas california,1
993914,where is sziget,1
401953,is algiers in british virgin islands,1
535429,valerian flower meaning,0
65232,can butterflies wings grow back,0
206057,hotels in marine city mi,1
668211,what headphones work with kindle fire,0
605910,"what county is firestone, co",1
679296,what is a cor for the government,0
1123479,weather in amsterdam may,1
617826,what degree would need to be a dentist,0
1099065,how far deep to plant beet early wonder,0
305148,how much do clinical pathologists make,0
994292,where is the 5th circuit located,1
979367,where is carbonado wa,1
1163838,"what county is joplin, mo in",1
590292,what causes numbness & tingling in fingers,0
1164803,what causes dropped frames,0
279164,how many chanel u.s. locations are there,1
119296,define composer,0
40342,average poconos temperature,0
1067119,why does it feel like something is stuck in my eye,0
